ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_HIGHER,BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,total_ev_count,OCC_HOUSING_UNITS,OWNER_OCC,RENTER_OCC,AVG_HHSZ_OWNER,AVG_HHSZ_RENTER,NO_VEHICLES,ONE_VEHICLE,TWO_VEHICLES,THREE_OM_VEHICLES,TOTAL_POPULTN,TP_MALE,TP_FEMALE,TP_SEX_RATIO,TP_5Y_UND,TP_5Y_9Y,TP_10Y_14Y,TP_15Y_19Y,TP_20Y_24Y,TP_25Y_34Y,TP_35Y_44Y,TP_45Y_54Y,TP_55Y_59Y,TP_60Y_64Y,TP_65Y_74Y,TP_75Y_84Y,TP_84Y_OVR,TP_MED_AGE,TP_18Y_UND,TP_16Y_OVR,TP_18Y_OVR,TP_21Y_OVR,TP_62Y_OVR,TP_65Y_OVR,TP_18YM_OVR,TP_18YF_OVR,TP_18Y_OVR_SXRATIO,TP_65Y_OVR_[0],TP_65YM_OVR,TP_65YF_OVR,TP_65Y_OVR_SXRATIO,RACE_TOT_1RACE,RACE_TOT_2+RACE,RACE_1WHITE_TOTAL,RACE_1BLACK_TOTAL,RACE_1AI_AN_TOTAL,RACE_1AI_AN_Cherokee,RACE_1AI_AN_Chippewa,RACE_1AI_AN_Navajo,RACE_1AI_AN_Sioux,RACE_1ASIAN_TOTAL,RACE_1ASIAN_AsianIndian,RACE_1ASIAN_Chinese,RACE_1ASIAN_Filipino,RACE_1ASIAN_Japanese,RACE_1ASIAN_Korean,RACE_1ASIAN_Vietnamese,RACE_1ASIAN_OtherAsian,RACE_1NHPI_TOTAL,RACE_1NHPI_Chamorro,RACE_1NHPI_NativeHawaiian,RACE_1NHPI_Samoan,RACE_1NHPI_Other,RACE_1OTHER_TOTAL,RACE_2+_WHITE-BLACK,RACE_2+_WHITE-AI_AN,RACE_2+_WHITE-ASIAN,RACE_2+_WHITE-OTHER,RACE_2+_BLACK-AI_AN,RACE_2+_BLACK-OTHER,ETHN_HISP-LAT_TOTAL,ETHN_HISP-LAT_Mexican,ETHN_HISP-LAT_PuertoRican,ETHN_HISP-LAT_Cuban,ETHN_HISP-LAT_Other,ETHN_NOT-HISP-LAT_TOTAL,ETHN_NOT-HISP-LAT_White,ETHN_NOT-HISP-LAT_Black,ETHN_NOT-HISP-LAT_AI_AN,ETHN_NOT-HISP-LAT_Asian,ETHN_NOT-HISP-LAT_NHPI,ETHN_NOT-HISP-LAT_1Other,ETHN_NOT-HISP-LAT_2+Other,LATINO AND RACE_1TWO OR MORE RACES_Two races including Some Other Race,"LATINO AND RACE_1TWO OR MORE RACES_Two races excluding Some Other Race, and three or more races"
ZCTA5 75036,15239,9237,1374,3281,500,847,171,3067,2934,1193,8182,5724,21100,13906,15239,87,548,1004,424,2227,590,503,2564,2904,2587,1007,529,265,37,11343,9697,1646,2.8,2.82,39,3220,5971,2113,31792,15868,15924,99.6,1564,2657,2962,1737,1145,2633,5972,4330,1779,1463,3181,2124,245,40.9,8455,24117,23337,22682,6350,5550,11174,12163,91.9,5550,2701,2849,94.8,30105,1687,17929,2567,49,0,0,0,0,8815,6937,442,127,41,325,425,518,109,0,0,15,94,636,302,449,336,541,0,2,3245,2281,196,40,728,28547,15759,2499,17,8815,15,393,1049,100,949
ZCTA5 75038,19091,8138,2291,4346,1069,3247,860,4269,4497,1910,6089,3866,20631,9955,19091,27,842,1438,601,1888,2240,702,2415,3697,2940,1443,484,374,19,13716,2821,10895,2.39,2.36,758,7188,4721,1049,32559,16578,15981,103.7,3204,2178,1416,1455,2129,8138,5543,3707,1419,888,1708,475,299,32.2,7560,25521,24999,24143,3033,2482,12615,12384,101.9,2482,979,1503,65.1,31136,1423,9849,10693,102,0,0,0,83,9524,5075,322,86,27,160,104,3750,15,0,15,0,0,953,132,204,117,607,18,62,5736,3801,335,31,1569,26823,5918,10515,83,9502,15,106,684,124,560
ZCTA5 75039,14696,10021,991,2837,184,663,68,1024,1839,1041,7041,5938,16883,12979,14696,65,245,1005,522,1102,1033,442,2601,3763,2354,792,364,408,28,11306,1725,9581,2.63,1.79,508,5893,4218,687,21795,11590,10205,113.6,1591,1159,489,368,1143,7427,4393,2255,1076,648,1086,160,0,32.7,3494,18499,18301,18179,1524,1246,9622,8679,110.9,1246,618,628,98.4,19938,1857,8639,2719,68,7,0,0,0,7962,6282,488,86,48,301,195,562,60,0,60,0,0,490,362,70,299,683,37,0,3341,2436,38,61,806,18454,6552,2709,68,7962,60,125,978,111,867
ZCTA5 75040,31886,8637,6146,7214,5264,4625,5576,10119,8495,3238,5667,3131,30650,8798,31886,156,4592,3646,637,3529,1562,666,2360,3708,5289,2437,2633,671,24,20062,13777,6285,3.19,3.02,597,5160,8331,5974,63143,31776,31367,101.3,3565,4338,5342,4710,4558,8507,8143,7656,4492,3630,4971,2820,411,36,15995,48901,47148,44087,10105,8202,22936,24212,94.7,8202,3493,4709,74.2,48560,14583,27637,7883,448,28,0,0,0,7697,937,260,725,0,0,4975,800,0,0,0,0,0,4895,1016,377,404,11470,128,1,31195,25152,622,33,5388,31948,14074,7846,285,7639,0,177,1927,127,1800
ZCTA5 75041,15402,2383,3156,3368,3616,2879,3130,5163,3547,1009,1889,635,12243,2524,15402,34,3540,1367,317,1659,881,161,1001,1749,2011,1513,958,211,1,9728,5736,3992,3.19,3.24,376,2479,3692,3181,31344,16225,15119,107.3,2209,2580,2759,2258,3218,4499,3613,4096,1539,1347,2023,857,346,30.6,8707,23518,22637,20910,4159,3226,11711,10926,107.2,3226,1199,2027,59.2,22731,8613,14975,1860,299,8,0,0,0,813,41,71,98,21,0,483,99,0,0,0,0,0,4784,308,46,59,8015,24,24,22244,17985,91,128,4040,9100,5688,1860,39,736,0,279,498,100,398
ZCTA5 75042,18408,4095,4057,3730,2844,3682,4149,5922,4545,1382,2626,1310,15785,3936,18408,21,2594,2182,472,2371,1068,207,1056,1853,2530,2138,1738,178,17,11471,6735,4736,3.21,3.43,591,3407,4470,3003,37925,18767,19158,98,2257,3243,3476,3044,3069,5127,4726,4957,2232,2024,2186,1216,368,32.9,10963,28314,26962,24997,4993,3770,13436,13526,99.3,3770,1926,1844,104.4,29964,7961,15851,5015,396,106,0,0,0,5593,520,506,104,0,54,3202,1207,0,0,0,0,0,3109,438,99,86,6846,45,129,20098,15593,343,59,4103,17827,6281,5015,0,5593,0,151,787,105,682
ZCTA5 75043,32322,10424,5768,7326,4492,4312,3532,10073,10475,4059,6058,3462,34127,9520,32322,82,3741,2312,1143,4616,1983,402,2456,3681,5896,3205,1934,871,24,22026,13158,8868,3.06,2.69,1486,6440,8232,5868,64296,31206,33090,94.3,3807,4252,4932,5489,4558,8814,7818,7798,4469,4160,5124,2245,830,35.3,16457,50531,47839,45154,10300,8199,22908,24931,91.9,8199,3478,4721,73.7,52556,11740,27875,14692,526,30,0,2,0,4281,1728,130,690,0,106,1154,473,7,0,0,0,7,5175,948,396,208,9310,184,0,22586,18768,431,330,3057,41710,19372,14692,140,4281,7,1023,2195,213,1982
ZCTA5 75044,24905,10696,4520,5694,1584,2411,1545,6985,6589,2449,8070,4405,28498,12475,24905,109,1176,3036,532,2587,937,449,2909,3783,4877,2319,1636,555,20,16357,10068,6289,2.95,2.72,400,4181,7826,3950,47010,22717,24293,93.5,3272,3145,2773,2418,3983,7176,5671,5212,3352,3221,4598,1661,528,36.1,10811,37138,36199,34661,8500,6787,17399,18800,92.5,6787,3104,3683,84.3,39437,7573,20894,8490,108,6,0,0,0,8187,1056,1097,151,78,199,4872,734,66,0,21,0,45,1692,926,184,254,5270,87,272,12380,9835,433,316,1796,34630,15814,8423,45,8178,66,98,2006,349,1657
ZCTA5 75048,15625,7855,2140,3415,640,1575,579,4048,4400,1434,5415,2924,18221,8339,15625,158,876,1707,370,1199,796,380,1355,2274,3651,1232,1095,532,29,9725,8584,1141,2.98,2.29,201,1780,3969,3775,28210,13174,15036,87.6,1321,1780,2090,2216,1509,2993,4157,5118,1818,1680,2292,1060,176,40.4,6440,22726,21770,20436,4188,3528,10429,11341,92,3528,1454,2074,70.1,25972,2238,16073,3401,345,218,0,0,0,5318,1059,231,786,9,37,2664,532,67,0,67,0,0,768,107,304,617,1077,0,0,2740,2350,68,0,322,25470,15110,3401,345,5219,67,92,1236,150,1086
ZCTA5 75050,23506,6761,3632,5250,3314,4549,3098,8575,5227,2282,3996,1986,22066,5982,23506,281,2791,2852,915,2696,2388,114,2147,2312,3756,1705,923,626,17,16155,6985,9170,3.12,2.39,1025,5422,6147,3561,43856,21878,21978,99.5,2959,3213,2964,2909,3772,8011,5194,5384,2414,2199,2859,1240,738,31.8,10821,34255,33035,31156,5924,4837,16521,16514,100,4837,2587,2250,115,38755,5101,20201,8499,389,0,0,0,35,732,92,91,64,26,85,80,294,36,0,0,12,24,8898,218,133,0,3657,10,109,24719,20886,244,47,3542,19137,9043,8217,112,706,24,425,610,10,600
ZCTA5 75051,18272,3386,3677,4057,3329,3823,4566,7898,3862,1223,2093,819,15895,2912,18272,93,3029,2438,725,1969,1366,187,970,1458,2733,1909,950,445,33,13290,6214,7076,3.36,2.71,796,4579,3909,4006,40166,19173,20993,91.3,2679,3560,3318,3308,3287,5696,5203,4979,1889,1869,2719,1011,648,31.4,11685,29861,28481,26552,5555,4378,13468,15013,89.7,4378,1714,2664,64.3,32713,7453,17508,5090,174,29,0,0,0,876,41,91,86,31,17,213,397,0,0,0,0,0,9065,108,132,198,6729,9,77,28009,25281,169,207,2352,12157,5698,5031,37,845,0,55,491,43,448
ZCTA5 75052,48810,18804,7309,10794,3911,7992,4225,14756,13022,5885,12768,5334,51765,18102,48810,300,2521,5538,1900,5338,4701,924,3916,4305,10344,3760,2823,2440,30,30996,20659,10337,3.24,2.68,1018,8894,11742,9342,94636,45991,48645,94.5,5574,6484,8402,8415,5891,12751,14239,11322,6341,5474,6832,1981,930,34.8,26032,72259,68604,64750,12731,9743,32910,35694,92.2,9743,4229,5514,76.7,81672,12964,33405,26728,398,95,0,0,36,9248,1049,1024,645,85,254,4987,1204,24,0,0,24,0,11869,1267,297,599,9466,26,351,37329,28495,860,79,7895,57307,19581,25715,208,9234,24,187,2358,155,2203
ZCTA5 75054,8500,4946,958,1725,130,741,254,902,2004,1013,3619,2493,10031,6112,8500,45,221,999,187,684,835,182,768,707,2069,874,348,581,22,4941,4573,368,3.57,2.51,38,894,2105,1904,17261,8676,8585,101.1,944,1490,1948,1821,599,1378,2949,3399,925,679,827,124,178,36.5,5965,12496,11296,10886,1535,1129,5284,6012,87.9,1129,459,670,68.5,15495,1766,6574,5903,108,0,0,0,0,2573,163,105,153,39,56,1653,404,0,0,0,0,0,337,489,25,251,659,51,97,2639,2096,189,34,320,14622,5472,5781,0,2513,0,0,856,0,856
ZCTA5 75056,40125,23205,3666,8871,1727,2656,897,7077,8853,4028,16493,8375,44826,24868,40125,86,2255,3382,1021,4724,2652,1194,5324,7670,6914,2988,1222,693,47,26243,15664,10579,2.79,2.08,557,8211,11715,5760,65785,32239,33546,96.1,4523,3310,3756,3464,3492,12422,10224,10884,4580,3577,3492,1613,448,36.6,13978,53437,51807,50267,7728,5553,25391,26416,96.1,5553,2487,3066,81.1,58077,7708,37703,6414,307,15,0,9,0,10780,4417,776,433,41,2046,1113,1954,0,0,0,0,0,2873,1825,612,1074,3411,0,87,12746,9101,560,611,2474,53039,31589,6359,116,10720,0,215,4040,633,3407
ZCTA5 75057,9441,3043,1927,2031,1336,1104,1381,2699,2057,769,2164,922,8611,3086,9441,24,1237,597,236,1100,635,111,964,1364,1520,962,434,257,9,6583,2531,4052,3.07,2.32,180,2373,2281,1749,17280,8413,8867,94.9,1517,1214,1632,781,1336,3565,2395,1716,1012,815,715,403,179,31.3,4854,12797,12426,11988,1782,1297,6177,6249,98.8,1297,497,800,62.1,13930,3350,10550,2004,108,0,0,0,0,428,136,59,30,1,159,17,26,0,0,0,0,0,840,419,117,9,2261,302,6,7562,6484,106,96,876,9718,6453,1932,18,427,0,33,855,35,820
ZCTA5 75058,1952,842,275,374,229,232,219,378,431,217,707,285,2018,992,1952,22,173,327,49,159,49,17,167,311,419,157,69,33,1,1167,971,196,3.22,3.45,13,198,351,605,3801,1874,1927,97.2,228,286,342,396,254,413,506,605,305,125,185,110,46,34.7,1119,2863,2682,2527,402,341,1342,1340,100.1,341,194,147,132,3260,541,3033,43,65,2,0,0,0,9,0,4,0,0,0,0,5,1,0,0,0,1,109,7,62,15,443,14,0,646,626,0,0,20,3155,2976,43,8,9,1,0,118,20,98
ZCTA5 75060,23155,5265,4134,4241,5175,4340,6067,7241,4389,1421,3940,1827,18818,5767,23155,97,4372,2403,699,2125,1678,270,1586,2840,3344,2153,1217,371,16,14516,9310,5206,3.21,3.67,585,3560,5503,4868,48997,23927,25070,95.4,4159,3684,3713,4694,3174,6255,6343,5881,2671,2913,3553,1631,326,33,14157,36650,34840,32297,7322,5510,17279,17561,98.4,5510,2727,2783,98,40494,8503,21501,2258,352,10,0,0,0,3189,1605,357,248,40,158,375,406,0,0,0,0,0,13194,130,240,79,7607,16,0,33763,23841,138,279,9505,15234,9202,2155,29,3189,0,74,585,38,547
ZCTA5 75061,29037,5754,5656,5940,5748,5939,7019,9106,5412,1985,4015,1494,22012,5509,29037,86,5133,3608,797,3105,2540,268,1905,3873,2905,3240,1153,424,12,18697,7391,11306,3.43,2.7,1323,6458,6807,4109,56319,28753,27566,104.3,4440,4027,4923,4049,4685,8587,8418,7164,2733,2383,2970,1330,610,31.9,16026,42043,40293,38066,6185,4910,20730,19563,106,4910,2109,2801,75.3,47812,8507,24699,4594,431,0,0,18,0,2473,765,34,195,33,85,337,1024,24,14,0,10,0,15591,423,205,233,6981,10,265,39733,23868,513,189,15163,16586,8358,4394,55,2463,24,314,978,210,768
ZCTA5 75062,27919,8614,6050,4997,3028,5230,5344,6113,4841,2353,7645,3113,24065,10758,27919,0,3020,2677,672,2247,2926,407,2113,4325,3985,3875,1330,342,20,17665,7248,10417,3.24,2.73,869,6341,6439,4016,52772,27278,25494,107,3986,3883,4009,3842,4883,9221,7046,6908,2416,2247,2729,1256,346,31.1,14228,40100,38544,35916,5656,4331,19638,18906,103.9,4331,1906,2425,78.6,45932,6840,22006,7602,92,4,0,0,0,7563,3267,387,367,75,180,87,3200,4,0,4,0,0,8665,499,202,139,5004,87,136,26170,16492,96,298,9284,26602,10321,7311,27,7550,0,175,1218,43,1175
ZCTA5 75063,23197,16059,1309,3819,318,1692,354,2512,3421,1358,11389,10059,28739,21448,23197,147,328,1316,707,2108,1726,827,3125,7067,3462,1382,686,316,32,17497,6529,10968,2.98,2.29,846,8286,6712,1653,44570,22910,21660,105.8,3853,3462,2948,2746,1796,8429,8907,5764,2537,1336,1789,725,278,33.8,12112,33787,32458,31294,3638,2792,16159,16299,99.1,2792,1328,1464,90.7,42530,2040,9816,5831,218,0,0,0,0,26082,21009,975,209,115,808,467,2499,59,59,0,0,0,524,294,94,195,709,29,37,3227,2499,168,12,548,41343,7931,5831,196,26082,0,127,1176,114,1062
ZCTA5 75065,7772,2835,1130,2043,872,892,351,1849,2009,617,2135,839,7449,2974,7772,0,711,798,165,932,441,46,447,1108,1784,787,471,82,12,4646,3444,1202,2.88,2.37,87,598,2510,1451,12787,6110,6677,91.5,505,709,910,1213,786,1549,2096,2088,924,786,974,226,21,39.1,2617,10412,10170,9333,1873,1221,5222,4948,105.5,1221,765,456,167.8,11589,1198,10591,450,171,23,15,0,0,295,130,0,0,76,89,0,0,0,0,0,0,0,82,50,248,16,715,0,0,3455,3067,67,0,321,9332,8255,450,95,295,0,19,218,0,218
ZCTA5 75067,39700,16061,5980,9536,2938,5185,2967,10574,10772,3546,11416,4562,40870,15978,39700,412,2475,3643,1053,5114,2589,880,4549,5672,6578,3865,1829,1041,21,27074,10037,17037,2.81,2.27,1018,11025,10806,4225,67117,32257,34860,92.5,4490,4187,3817,4137,3961,13945,11024,8799,4151,2652,3464,1688,802,34.2,15126,53691,51991,49765,7427,5954,24958,27033,92.3,5954,2344,3610,64.9,59133,7984,36411,9764,518,7,0,0,0,7404,1413,660,304,51,1493,928,2555,48,0,13,19,16,4988,854,239,471,5448,52,234,21657,16217,1397,81,3962,45460,25972,9616,48,7395,48,257,2124,391,1733
ZCTA5 75068,35042,19102,4109,6346,2541,2944,1550,7829,8439,5077,11911,6642,39898,18553,35042,112,2652,2405,1510,3499,1565,1141,4546,4761,7473,2628,1591,1159,36,21699,17812,3887,3.14,3.13,576,4002,11878,5243,68074,34165,33909,100.8,4788,5158,7052,4635,2736,9290,14412,8552,3334,2766,3666,1412,273,35.3,20426,49784,47648,45755,6864,5351,23245,24403,95.3,5351,2351,3000,78.4,59181,8893,35822,13037,781,6,0,0,0,7053,3944,232,137,91,629,322,1698,48,48,0,0,0,2440,2142,365,1283,3808,326,116,14886,11425,424,221,2816,53188,28735,12939,133,7030,26,96,4229,485,3744
ZCTA5 75069,19194,7319,3354,4185,1957,2379,2433,6019,5117,1881,6117,3338,22472,9455,19194,274,1778,1795,380,2432,713,350,2050,2784,3119,1869,1180,470,22,15279,8057,7222,2.67,2.37,1097,5894,5415,2873,39048,18648,20400,91.4,1759,2173,2948,3332,2745,4811,4847,4633,2640,2055,3945,2216,944,39.3,8726,31521,30322,28321,8157,7105,14493,15829,91.6,7105,2788,4317,64.6,35235,3813,28950,4218,115,1,0,31,0,919,186,247,58,30,22,121,255,15,0,15,0,0,1018,158,173,59,3041,0,52,12029,10591,160,100,1178,27019,21343,4036,62,895,15,49,619,106,513
ZCTA5 75070,31111,17426,3608,6171,1716,2190,276,4975,6501,3297,14032,7195,36000,21227,31111,242,1614,2330,802,3705,1155,877,4716,5198,6415,2171,1251,635,37,21648,11777,9871,2.96,2.29,347,8001,10069,3231,57516,28148,29368,95.8,3665,4553,4188,4424,3939,7070,11479,7692,3001,2249,2917,1678,661,36,15136,44014,42380,40104,6485,5256,20349,22031,92.4,5256,2632,2624,100.3,53298,4218,33377,7739,354,41,0,0,0,10994,5144,1653,772,36,1081,374,1934,9,9,0,0,0,825,532,408,438,2434,16,70,7620,4139,234,817,2430,49896,29495,7662,194,10959,9,139,1438,95,1343
ZCTA5 75071,33129,19198,3780,6139,1330,2682,1438,7577,8177,3940,14357,7174,41225,21531,33129,247,1630,3049,719,3198,1365,1432,4159,5284,6607,2806,1683,950,52,21977,16691,5286,3.07,2.63,617,4816,11702,4842,66298,33670,32628,103.2,4478,5439,5581,4779,2300,7720,11502,10088,3714,3388,4460,2081,768,37.6,18248,49805,48050,45472,9128,7309,24368,23682,102.9,7309,2980,4329,68.8,59701,6597,42848,8529,517,7,0,0,15,6289,2161,832,611,45,831,699,1110,110,0,0,0,110,1408,901,449,1141,3308,72,56,10716,8076,424,208,2008,55582,37741,8406,98,6265,52,122,2898,473,2425
ZCTA5 75072,27155,16530,2561,5955,709,1400,220,3660,5906,3153,14370,7378,34467,21748,27155,190,1096,2272,868,3010,929,1209,4149,4157,5926,1929,919,501,36,17785,14576,3209,3.14,2.94,259,3482,9887,4157,55304,28245,27059,104.4,3217,4637,5947,4252,2196,4073,9826,8919,3769,2364,3714,1812,578,38.7,16677,40381,38627,36819,7195,6104,19536,19091,102.3,6104,2854,3250,87.8,50371,4933,38640,4265,115,0,0,0,0,6127,3298,907,506,398,106,248,664,12,12,0,0,0,1212,850,345,668,2539,58,24,6431,3733,370,28,2300,48873,35426,4219,115,6118,12,371,2612,638,1974
ZCTA5 75074,27146,11929,5423,5351,2253,2190,3400,5417,6032,2960,8716,5281,28406,13997,27146,105,1724,1971,518,2741,592,672,2549,5601,4863,3163,1824,823,18,17979,9525,8454,3,2.68,657,5835,7606,3881,51443,26219,25224,103.9,3294,2873,3700,3852,4226,8148,7838,5649,3889,2539,3544,1297,594,34.5,12063,40981,39380,36958,6820,5435,19797,19583,101.1,5435,2168,3267,66.4,43587,7856,27246,5513,167,58,0,0,0,6834,2428,1222,493,59,361,764,1507,38,0,30,0,8,3789,237,242,551,6305,28,20,18165,12701,375,0,5089,33278,19711,5505,38,6768,38,65,1153,117,1036
ZCTA5 75075,19679,10104,2683,4391,1120,1381,756,3922,5492,1973,8623,4885,24895,13508,19679,68,1208,1520,504,2159,773,466,2337,3256,4178,1931,811,468,33,14600,8715,5885,2.61,2.38,535,4833,6416,2816,37032,18689,18343,101.9,1984,1956,1977,1865,2420,4825,5663,4190,2215,2203,4360,2529,845,41.7,6820,30878,30212,28576,8857,7734,15205,15007,101.3,7734,3517,4217,83.4,33858,3174,25778,2359,28,0,0,0,0,4972,1518,1296,224,15,921,276,722,0,0,0,0,0,721,297,164,269,2132,5,0,5310,3220,100,34,1956,31722,23412,2258,17,4950,0,164,921,215,706
ZCTA5 75076,4481,1054,1041,1194,358,834,74,2167,1900,815,974,298,6154,1272,4481,67,101,463,126,516,456,179,201,557,756,540,409,110,5,3407,2698,709,2.52,2.44,48,931,1611,817,8536,4544,3992,113.8,298,506,407,453,389,1201,824,1222,1014,546,866,574,236,47.3,1549,7231,6987,6857,1931,1676,3642,3345,108.9,1676,825,851,96.9,7975,561,7630,0,126,9,0,11,0,87,0,52,22,0,0,0,13,0,0,0,0,0,132,109,247,135,0,0,39,348,262,7,0,79,8188,7376,0,126,87,0,47,552,39,513
ZCTA5 75077,20760,10769,2498,4433,1135,1925,259,4224,6315,2252,9788,3665,26244,13453,20760,93,1075,1739,700,1984,1514,347,2465,3048,3999,1876,1409,511,30,13801,11175,2626,3.04,2.16,572,2625,6025,4579,39853,20219,19634,103,2087,2931,2239,3128,2421,3825,5787,6059,3172,2406,3738,1284,776,40.4,9525,31954,30328,29018,7251,5798,15201,15127,100.5,5798,2597,3201,81.1,36334,3519,29232,2820,147,6,0,0,0,3080,972,783,144,126,421,346,288,36,0,36,0,0,1019,342,213,911,1598,7,38,4950,3280,367,53,1250,34903,27450,2806,59,3047,36,101,1404,120,1284
ZCTA5 75078,19835,13126,1524,3444,694,1047,261,2658,3888,1339,10407,5849,24141,16256,19835,296,943,1822,403,1566,717,879,3268,3377,4086,1474,564,440,43,11942,10721,1221,3.43,3.08,164,1588,6345,3845,40513,20540,19973,102.8,2710,4055,4025,3397,1471,4207,7118,7650,1789,896,1870,1069,256,35.7,13168,28859,27345,25702,3807,3195,13543,13802,98.1,3195,1574,1621,97.1,37053,3460,27848,2960,92,24,0,0,0,4992,2734,688,323,32,246,306,663,27,0,0,20,7,1134,322,391,724,1468,9,147,4165,2243,309,12,1601,36348,25879,2902,92,4981,27,638,1829,385,1444
ZCTA5 75080,27070,15442,2952,5271,1457,1948,1384,4042,5174,2055,10841,7180,29292,18021,27070,252,1634,1692,491,3172,911,549,2585,4511,7086,2338,1516,333,42,19011,10102,8909,2.64,2.48,926,7172,7744,3169,52184,25877,26307,98.4,3424,2679,3614,4954,5907,8442,6208,5683,2503,2395,3218,2051,1106,31.6,11635,41975,40549,35706,7587,6375,20508,20041,102.3,6375,2843,3532,80.5,47325,4859,32634,4535,410,14,0,0,0,6347,2090,1677,748,67,360,617,788,16,0,0,0,16,3383,664,224,601,2649,75,221,11090,7921,231,69,2869,41094,28000,4439,208,6335,16,466,1630,37,1593
ZCTA5 75081,19906,9544,3194,4173,1112,1883,1794,3577,4978,2763,7113,4146,22577,11259,19906,148,1007,1501,389,2232,1088,588,1786,3286,4340,1714,1255,572,40,14005,7132,6873,2.65,2.53,979,4421,5847,2758,36493,17538,18955,92.5,2967,2016,2188,1896,1981,6642,5143,4515,2203,1981,3186,1384,391,35.6,8353,29118,28140,27107,6021,4961,13286,14854,89.4,4961,2328,2633,88.4,34467,2026,20501,7546,95,0,0,0,0,4637,535,924,195,35,174,1072,1702,43,43,0,0,0,1645,67,143,211,1234,41,56,6579,5149,232,26,1172,29914,16924,7486,88,4615,43,35,723,154,569
ZCTA5 75082,17447,11822,1276,3181,309,859,345,1792,3395,1342,7725,6579,20833,14304,17447,32,381,1726,556,1229,365,614,2649,4566,3406,927,843,153,45,12184,6109,6075,2.8,2.01,215,4432,4879,2658,29386,14161,15225,93,1119,1352,1424,1702,2269,5371,3751,4821,1921,2061,2602,822,171,37.9,4856,25168,24530,23421,4769,3595,11940,12590,94.8,3595,1755,1840,95.4,27477,1909,16527,2748,15,3,0,0,0,7288,2508,1523,95,33,519,1199,1411,0,0,0,0,0,899,238,85,827,516,0,0,2571,1867,17,78,609,26815,15018,2748,15,7199,0,464,1371,97,1274
ZCTA5 75087,20831,11071,2226,5242,1066,1226,368,3654,5977,2525,8502,4841,25499,13343,20831,43,1482,2237,350,2364,1227,585,1665,3578,3975,1432,1013,880,23,14195,11701,2494,2.89,2.35,198,2862,6677,4458,40201,20474,19727,103.8,2379,3362,2899,3183,1931,4154,6155,5530,3135,1540,3647,1833,453,39,10947,30704,29254,27973,6931,5933,14406,14848,97,5933,2540,3393,74.9,35926,4275,30837,1906,739,35,0,0,0,1628,378,176,250,33,241,490,60,66,0,66,0,0,750,351,463,198,2809,11,0,6829,5057,380,160,1232,33372,28519,1824,92,1628,66,108,1135,115,1020
ZCTA5 75088,15173,7020,1674,3255,1625,1599,490,5171,4509,1744,4445,2199,18068,6644,15173,144,1359,1402,675,1593,868,342,1292,1911,3205,1059,850,473,21,9676,7556,2120,2.71,3.06,157,2033,4376,3110,27143,13403,13740,97.5,1727,1864,1194,1588,1530,4100,3313,3670,2462,1776,2552,1046,321,39.5,5869,22078,21274,20543,5054,3919,10570,10704,98.7,3919,1824,2095,87.1,24820,2323,18427,4359,223,24,0,55,0,1094,178,63,265,21,10,165,392,28,0,0,0,28,689,388,149,343,1228,0,0,5459,4514,188,13,744,21684,15228,4318,32,981,28,121,976,81,895
ZCTA5 75089,18771,9306,2071,3914,1530,1950,591,4403,5552,2045,6615,3008,21623,9623,18771,91,1353,2842,580,1977,1018,935,1180,2256,3732,1120,899,788,24,11364,9051,2313,3.16,2.76,260,2021,4656,4427,34974,17865,17109,104.4,2132,2157,2440,3032,1787,5013,4764,5712,2566,2130,2107,846,288,37.8,8917,27361,26057,24790,4351,3241,13049,13008,100.3,3241,1538,1703,90.3,31291,3683,17517,9473,53,53,0,0,0,3361,821,80,704,0,5,1266,485,0,0,0,0,0,887,701,136,356,2078,203,12,7759,6343,56,141,1219,27215,13174,8982,20,3361,0,50,1628,147,1481
ZCTA5 75090,11487,3165,2299,2654,1351,2018,1085,5609,3746,2077,1558,751,13741,2309,11487,95,1354,1124,201,1452,664,179,881,985,2390,1212,565,385,10,8618,5420,3198,2.9,2.66,524,2538,3266,2290,25788,12695,13093,97,1948,2377,1783,1900,1500,3489,3175,2545,2021,1544,2266,728,512,34.6,6863,19520,18925,17328,4552,3506,9322,9603,97.1,3506,1565,1941,80.6,22493,3295,17633,3078,63,8,0,0,0,299,160,42,14,10,7,56,10,25,0,0,0,25,1395,347,319,44,2227,21,22,8527,6839,174,27,1487,17261,12942,2792,58,299,25,261,884,25,859
