ZIPCODE,OCCU_16_Year,OCCU_MBSAO,OCCU_SEV,OCCU_SA_OF,OCCU_NAT,OCCU_PRO,LESS_9TH,HIGH_GRAD,COLLE_NO_DEG,ACC_DEG,BACHE_DEG,GRAD_PRO,HIGH_GRAD_[0],BACH_HIGH,INDUS_CIVIL,INDUS_AGRI,INDUS_CONST,INDUS_MANU,INDUS_WHOLE_SALE,INDUS_RETAIL,INDUS_TRANS,INDUS_INFO,INDUS_FIN,INDUS_PROF,INDUS_EDU,INDUS_ARTS,INDUS_OTHER,INDUS_PUBLIC_ADMIN,zipcode,total_count
"ZCTA5 77386",32652,17172,3752,6759,2016,2953,885,5971,8872,3940,13141,6746,38670,19887,32652,1636,2080,3160,1301,2908,2625,287,1997,4627,6276,2901,1330,1524,"ZCTA5 77386",34
"ZCTA5 77388",26059,11923,3708,5872,2042,2514,1136,7523,7669,3452,8515,3845,31004,12360,26059,821,1866,2557,1155,3073,2203,486,1108,2821,6430,1876,927,736,"ZCTA5 77388",44
"ZCTA5 77389",20018,11489,1660,3608,1191,2070,436,4801,4535,1397,9207,5960,25900,15167,20018,1481,1492,2280,737,2286,1230,73,1645,2846,4088,757,866,237,"ZCTA5 77389",43
"ZCTA5 77396",28376,9357,5142,5491,2821,5565,4330,11640,7863,2549,4947,4617,31616,9564,28376,785,2862,2422,740,2879,3447,114,861,3368,5488,2931,1288,1191,"ZCTA5 77396",23
"ZCTA5 77401",8194,6289,419,1134,58,294,83,681,1145,186,3958,5736,11706,9694,8194,410,171,539,195,500,176,25,906,1844,2632,452,267,77,"ZCTA5 77401",27
"ZCTA5 77406",30401,18407,2360,6250,1770,1614,1024,6871,8941,3241,12307,8351,39711,20658,30401,1699,2421,2434,872,2799,1176,516,2604,3995,8010,1517,1261,1097,"ZCTA5 77406",53
"ZCTA5 77407",38278,19888,5557,7833,1422,3578,2188,7554,7206,4030,16222,8824,43836,25046,38278,1379,1852,3532,970,5689,1459,464,4178,4693,8123,2924,2308,707,"ZCTA5 77407",50
"ZCTA5 77412",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL
"ZCTA5 77414",9540,2428,1891,1529,1999,1693,1362,4670,3662,1297,2274,1204,13107,3478,9540,565,1373,1304,129,987,744,108,263,775,1916,420,553,403,"ZCTA5 77414",2
"ZCTA5 77415",105,5,0,11,59,30,0,109,69,0,0,14,192,14,105,0,78,0,0,5,11,0,0,0,0,11,0,0,NULL,NULL
"ZCTA5 77417",980,177,193,190,76,344,311,745,345,42,62,26,1220,88,980,10,82,150,0,70,143,4,56,156,192,100,6,11,NULL,NULL
"ZCTA5 77418",4688,1654,847,1014,806,367,336,2000,1687,358,1661,575,6281,2236,4688,167,692,487,70,475,151,76,378,569,673,211,514,225,NULL,NULL
"ZCTA5 77419",274,65,88,48,55,18,80,119,93,23,42,0,277,42,274,36,55,41,0,0,0,0,0,0,90,52,0,0,NULL,NULL
"ZCTA5 77420",954,288,184,178,111,193,35,298,322,291,400,48,1359,448,954,74,50,153,0,159,157,0,23,43,221,73,0,1,NULL,NULL
"ZCTA5 77422",4899,1540,934,846,730,849,507,3454,3051,872,1108,312,8797,1420,4899,82,727,816,122,493,109,75,200,558,717,407,330,263,NULL,NULL
"ZCTA5 77423",6661,2261,1123,1548,859,870,886,2287,2378,605,1534,745,7549,2279,6661,320,687,838,274,978,220,55,244,678,1329,480,286,272,"ZCTA5 77423",12
"ZCTA5 77426",1102,352,160,275,140,175,198,530,370,62,397,144,1503,541,1102,68,34,106,6,151,25,36,59,99,311,65,42,100,NULL,NULL
"ZCTA5 77428",64,0,0,0,64,0,0,34,30,0,0,0,64,0,64,0,34,0,30,0,0,0,0,0,0,0,0,0,NULL,NULL
"ZCTA5 77429",46076,24202,4743,10072,2972,4087,1974,9479,11734,5497,19429,9151,55290,28580,46076,1977,3084,5064,2365,3947,2439,457,4097,5967,10055,3663,2112,849,"ZCTA5 77429",48
"ZCTA5 77430",729,347,66,139,92,85,98,249,186,85,268,198,986,466,729,22,93,168,78,83,0,25,17,78,125,18,22,0,NULL,NULL
"ZCTA5 77431",59,0,0,59,0,0,10,0,209,0,0,0,209,0,59,0,0,0,0,59,0,0,0,0,0,0,0,0,NULL,NULL
"ZCTA5 77432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL
"ZCTA5 77433",49201,27591,5754,9237,2332,4287,1607,10788,12640,4444,20871,11963,60706,32834,49201,3426,3396,5304,1526,4230,2961,1071,4159,6981,8586,3728,1986,1847,"ZCTA5 77433",67
"ZCTA5 77434",1561,566,226,207,250,312,258,732,455,238,326,83,1834,409,1561,153,187,169,96,237,27,16,28,23,492,17,10,106,NULL,NULL
"ZCTA5 77435",1825,564,266,384,432,179,239,1052,603,274,411,211,2551,622,1825,178,264,115,17,78,207,30,94,133,377,50,72,210,NULL,NULL
"ZCTA5 77436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL
"ZCTA5 77437",7789,2227,1149,1677,1254,1482,1380,3874,2180,1139,1433,597,9223,2030,7789,788,479,722,278,802,610,58,548,415,1870,334,477,408,NULL,NULL
"ZCTA5 77440",63,23,0,0,0,40,0,0,0,40,23,0,63,23,63,0,0,0,0,0,40,0,0,0,23,0,0,0,NULL,NULL
"ZCTA5 77441",11718,8202,803,2342,124,247,245,1419,2352,956,7343,4470,16540,11813,11718,1333,801,1790,530,1330,529,40,752,1411,2134,715,282,71,"ZCTA5 77441",28
